uniqueID,type,date,title,location,captions
ep105,international,4/2/18,All She Wants is Italy,IT,https://www.youtube.com/api/timedtext?xorp=True&expire=1524709290&hl=en_GB&signature=A4EA6BF27D0FF8C19A24F59222BD5F65A609AEE9.0B1E019D93CB16B6B8E41B9BBBB252EE17BA5F5F&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&asr_langs=ru%2Cde%2Cen%2Cko%2Cja%2Ces%2Cpt%2Cit%2Cfr%2Cnl&caps=asr&key=yttt1&v=v0FYRJJPHxk&kind=asr&lang=en&fmt=srv3
ep106,national,3/30/18,New vs Fixer in Salt Lake,UT,https://www.youtube.com/api/timedtext?hl=en_GB&v=pXt4z7jRIm4&caps=asr&signature=A692527D09A5EFA2C1B46ABAA062AE82D371D441.1A36F8857876C2117DF21A10651ADDD82B06D20B&key=yttt1&expire=1524709331&asr_langs=en%2Cja%2Cfr%2Cde%2Cko%2Cit%2Cnl%2Cpt%2Ces%2Cru&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&kind=asr&lang=en&fmt=srv3
ep107,international,3/30/18,Town or Country in Spain,ES,https://www.youtube.com/api/timedtext?key=yttt1&expire=1524709372&v=oTabb7xVsL0&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&signature=3AE252BBBB2F826AF41EE6510DDAD216B25B6CE2.1D14BC9A65F27C5F9FD32CF65FE2B2BD6E81C076&caps=asr&hl=en_GB&asr_langs=es%2Cit%2Cru%2Cfr%2Cde%2Cko%2Cen%2Cnl%2Cja%2Cpt&kind=asr&lang=en&fmt=srv3
ep108,national,3/29/18,To Beach or Not to Beach in Florida,FL,https://www.youtube.com/api/timedtext?signature=9647230C818EC4EDA8B27920E9870C0E18D82854.C30E404D6A79E95D8240EA6097C90CC1601CB35C&key=yttt1&xorp=True&asr_langs=ja%2Cnl%2Cen%2Cfr%2Cru%2Cde%2Cpt%2Cit%2Cko%2Ces&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=SwapQtQuKvQ&hl=en_GB&caps=asr&expire=1524709433&kind=asr&lang=en&fmt=srv3
ep109,national,3/28/18,"It's All About That Bath in Liberty, Missouri",MO,https://www.youtube.com/api/timedtext?asr_langs=es%2Cit%2Cfr%2Cnl%2Cpt%2Cru%2Cde%2Cen%2Cko%2Cja&caps=asr&key=yttt1&expire=1524709466&v=qrz_4tPcf8s&xorp=True&signature=DB5594AA6BA8C7109BEAC5676E3AC6EBEE3A2D2F.CB3A40DB31915EE69BBFD510D505BF44941553FF&hl=en_GB&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&kind=asr&lang=en&fmt=srv3
ep110,international,3/27/18,The English Countryside,EN,https://www.youtube.com/api/timedtext?caps=asr&signature=995ED2FD63A86DFBCD72DCD5BA34F11B256ABB95.1CC0EFD445DD6CD56A0ECBA9A882E55C03726ECD&key=yttt1&expire=1524709516&hl=en_GB&asr_langs=es%2Cnl%2Cja%2Cfr%2Cde%2Cit%2Cko%2Cru%2Cpt%2Cen&v=Ynf8WbxZke8&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&kind=asr&lang=en&fmt=srv3
ep111,national,3/27/18,City to the Burbs in Boston,MA,https://www.youtube.com/api/timedtext?caps=asr&asr_langs=nl%2Cja%2Ces%2Cpt%2Cfr%2Cit%2Cde%2Cko%2Cru%2Cen&key=yttt1&expire=1524709574&v=UnJ0qpAJiU4&hl=en_GB&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&signature=34B3D67F8EDADDC5BF2279A83FFEA4C58E9CBB21.598A3026C5A5E350389BFEF18831A7B4A283E860&kind=asr&lang=en&fmt=srv3
ep112,international,8/5/18,Pick of the Litter,MX,https://www.youtube.com/api/timedtext?hl=en_GB&signature=60B73E2C8930CFD084BD7AD15F694606F755E2D8.9C3A077FE3029742DAAEF469F93D738C7FC70E8D&asr_langs=pt%2Cja%2Cen%2Cko%2Cde%2Ces%2Cit%2Cnl%2Cfr%2Cru&key=yttt1&expire=1524709610&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&xorp=True&v=fIotiZ5_3F4&kind=asr&lang=en&fmt=srv3
ep113,national,4/9/18,"Their First Home Together in Austin, Texas",TX,https://www.youtube.com/api/timedtext?hl=en_GB&asr_langs=en%2Cko%2Cru%2Cde%2Cja%2Cpt%2Cit%2Cfr%2Ces%2Cnl&signature=8AE1BD3D4FBA6607AE7C71866FEE959587910256.1E9A755A8641B7D0357A25D1B037376CA6B69C6F&expire=1524709934&key=yttt1&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&caps=asr&v=S5OtO5bAPHU&kind=asr&lang=en&fmt=srv3
ep114,national,4/6/18,Judging Condos in Tampa,FL,https://www.youtube.com/api/timedtext?expire=1524709969&caps=asr&hl=en_GB&xorp=True&signature=4053B171B0BFC94BA6B310D5DC2370E94208F4AE.23127791405AD7DA4F2B071946F6F544D9C4F4B1&v=r1fvbLOrF6A&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&asr_langs=ko%2Cde%2Cen%2Cpt%2Cja%2Cnl%2Cru%2Ces%2Cfr%2Cit&key=yttt1&kind=asr&lang=en&fmt=srv3
ep115,national,4/5/18, Large Space in Sioux Falls,SD,https://www.youtube.com/api/timedtext?expire=1524710021&signature=A39847DE7A8A6D59D02E022C688D102052C1DF4C.3A9C1C75F8718C5DDCB002B8197D3B3AAA72E28F&hl=en_GB&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&xorp=True&v=nnKd_u6i0RM&key=yttt1&asr_langs=en%2Cde%2Cja%2Cko%2Cfr%2Cru%2Cpt%2Cnl%2Ces%2Cit&kind=asr&lang=en&fmt=srv3
ep116,national,4/4/18,Downtown Bound in Sacramento,CA,https://www.youtube.com/api/timedtext?asr_langs=de%2Cru%2Ces%2Cja%2Cnl%2Cen%2Cpt%2Cfr%2Cit%2Cko&hl=en_GB&v=M8gACMOFDzo&signature=D3F9BB12857E9B434A14205C2A4DE8161CEDF941.31B0013A960A8017E5F69250FB976E2755D11C70&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&expire=1524710068&xorp=True&key=yttt1&kind=asr&lang=en&fmt=srv3
ep117,international,3/29/18,Getting Back to Grand Bahama Island,BS,https://www.youtube.com/api/timedtext?hl=en_GB&v=vmNCettSg50&key=yttt1&expire=1524710123&caps=asr&asr_langs=ja%2Ces%2Cit%2Cko%2Cde%2Cnl%2Cpt%2Cru%2Cen%2Cfr&xorp=True&signature=3560536F94B642DF8CCF7AAC8D5C7A88AAF47F2C.95E9EFB9BAD055D9BCC5767E58F0D73C13218D02&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&kind=asr&lang=en&fmt=srv3
ep118,national,3/6/18,Glitz and Glamourless,CA,https://www.youtube.com/api/timedtext?sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=glZvLdwEnn0&xorp=True&expire=1524710167&signature=9DCFF7589C6ADF85817F0D5CA190EED89697200E.91C5A199771275CA89B08B140CB91ECBB576D3CF&caps=asr&hl=en_GB&key=yttt1&asr_langs=fr%2Cru%2Ces%2Cit%2Cpt%2Cen%2Cnl%2Cja%2Cde%2Cko&kind=asr&lang=en&fmt=srv3
ep119,international,2/26/18,Kendo and a PhD in Barcelona,ES,https://www.youtube.com/api/timedtext?hl=en_GB&signature=47E4A684AF96CB1F53B8AE16FA12B7650C5C9A4F.2E2B3C24DE006A318AFA1B1D0F0F750F707BE19E&key=yttt1&caps=asr&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&asr_langs=ru%2Cko%2Cja%2Cen%2Cde%2Cit%2Ces%2Cnl%2Cpt%2Cfr&expire=1524710207&xorp=True&v=JzwomJn63v4&kind=asr&lang=en&fmt=srv3
ep120,national,2/16/18,Family Seeks Cool Retreat in Arizona,AZ,https://www.youtube.com/api/timedtext?caps=asr&expire=1524710251&signature=1621990D2F4AAA249A5E8B165288DC1BC8140FCF.6175B26DFDB3704D7047E2DB75FBC82DF8C28062&hl=en_GB&asr_langs=de%2Cja%2Cko%2Cen%2Cit%2Ces%2Cru%2Cfr%2Cnl%2Cpt&xorp=True&sparams=asr_langs%2Ccaps%2Cv%2Cxorp%2Cexpire&v=jciSuJUZL4E&key=yttt1&kind=asr&lang=en&fmt=srv3
